 N§_boletim;data_hora_boletim;  seq_veic; cod_categ; descricao_categoria; cod_especie;  descricao_especie; cod_situacao; desc_situacao; tipo_socorro; desc_tipo_socorro
2023-012079990-001;14/03/2023 08:12;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-012079990-001;14/03/2023 08:12;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÇO INFORMADO       
2023-012081500-001;14/03/2023 09:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-012081500-001;14/03/2023 09:40;2;0;NAO INFORMADO                 ;2;CICLOMOTOR                    ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002115811-001;14/01/2023 09:57;2;4;ALUGUEL                       ;19;CAMINHAO-TRATOR               ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002115811-001;14/01/2023 09:57;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002122920-001;14/01/2023 12:11;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002122920-001;14/01/2023 12:11;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002126655-001;14/01/2023 13:02;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002126655-001;14/01/2023 13:02;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002130744-001;14/01/2023 12:38;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002130744-001;14/01/2023 12:38;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002130939-001;14/01/2023 12:43;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002130939-001;14/01/2023 12:43;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002136140-001;14/01/2023 14:03;1;4;ALUGUEL                       ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002136140-001;14/01/2023 14:03;2;4;ALUGUEL                       ;26;CAMINHONETE                   ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2023-002144096-001;14/01/2023 13:23;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002144096-001;14/01/2023 13:23;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002144293-001;14/01/2023 13:25;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2023-002144293-001;14/01/2023 13:25;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002149387-001;14/01/2023 15:18;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002149387-001;14/01/2023 15:18;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002156467-001;14/01/2023 16:15;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÇO INFORMADO       
2023-002156467-001;14/01/2023 16:15;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002158886-001;14/01/2023 16:21;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002161080-001;14/01/2023 16:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2023-002161080-001;14/01/2023 16:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002173480-001;14/01/2023 16:16;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002173480-001;14/01/2023 16:16;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002196954-001;14/01/2023 21:09;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2023-002196954-001;14/01/2023 21:09;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002200469-001;14/01/2023 20:39;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2023-002200469-001;14/01/2023 20:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002203672-001;14/01/2023 21:06;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002203672-001;14/01/2023 21:06;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002214105-001;14/01/2023 22:25;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002214105-001;14/01/2023 22:25;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002231717-001;14/01/2023 22:38;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002231717-001;14/01/2023 22:38;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002237608-001;15/01/2023 01:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002237805-001;15/01/2023 02:17;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002237805-001;15/01/2023 02:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002243191-001;15/01/2023 04:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002264093-001;15/01/2023 11:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-002264093-001;15/01/2023 11:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002272899-001;15/01/2023 12:56;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-002272899-001;15/01/2023 12:56;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002282280-001;15/01/2023 14:53;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002282280-001;15/01/2023 14:53;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-002292426-001;15/01/2023 15:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002293838-001;15/01/2023 15:26;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002293838-001;15/01/2023 15:26;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002294899-001;14/01/2023 18:35;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002294899-001;14/01/2023 18:35;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002300201-001;15/01/2023 16:59;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002300201-001;15/01/2023 16:59;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;2;PARADO         ;1;VEICULO ENVOLVIDO   
2023-002307887-001;15/01/2023 17:02;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002307887-001;15/01/2023 17:02;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002307887-001;15/01/2023 17:02;3;3;PARTICULAR                    ;13;CAMINHAO                      ;3;ESTACIONADO    ;6;NÇO SE APLICA       
2023-002313189-001;15/01/2023 18:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002315331-001;15/01/2023 17:54;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002315331-001;15/01/2023 17:54;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-002318350-001;15/01/2023 17:34;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-002323550-001;15/01/2023 19:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002323550-001;15/01/2023 19:39;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002329112-001;15/01/2023 16:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002329112-001;15/01/2023 16:45;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-002330511-001;15/01/2023 20:35;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005313362-001;02/02/2023 15:02;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005313845-001;29/01/2023 23:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2023-005330329-001;31/01/2023 08:25;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005330329-001;31/01/2023 08:25;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-005336012-001;02/02/2023 16:31;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005336038-001;02/02/2023 16:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005336038-001;02/02/2023 16:12;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005337606-001;02/02/2023 17:27;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005337606-001;02/02/2023 17:27;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005339828-001;02/02/2023 12:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005339828-001;02/02/2023 12:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005340456-001;29/01/2023 22:30;1;3;PARTICULAR                    ;26;CAMINHONETE                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005344389-001;01/02/2023 19:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005355467-001;02/02/2023 19:12;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005355467-001;02/02/2023 19:12;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005356825-001;02/02/2023 20:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005356825-001;02/02/2023 20:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-005360078-001;02/02/2023 20:16;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005360078-001;02/02/2023 20:16;2;3;PARTICULAR                    ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005363097-001;02/02/2023 20:24;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005363097-001;02/02/2023 20:24;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005367132-001;02/02/2023 20:14;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-005367132-001;02/02/2023 20:14;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-005371197-001;02/02/2023 08:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005371197-001;02/02/2023 08:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005372856-001;02/02/2023 21:22;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005372856-001;02/02/2023 21:22;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÇO INFORMADO       
2023-005381374-001;02/02/2023 21:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005381374-001;02/02/2023 21:55;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005383213-001;02/02/2023 22:53;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005383213-001;02/02/2023 22:53;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005384666-001;02/02/2023 21:41;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
2023-005384666-001;02/02/2023 21:41;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÇO INFORMADO       
2023-005398870-001;03/02/2023 00:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005408548-001;03/02/2023 04:30;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-005408548-001;03/02/2023 04:30;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005414231-001;03/02/2023 06:40;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005415747-001;03/02/2023 06:55;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005415747-001;03/02/2023 06:55;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005426509-001;03/02/2023 09:19;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;3;AMBULANCIA          
2023-005426509-001;03/02/2023 09:19;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005426628-001;01/02/2023 09:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005426628-001;01/02/2023 09:30;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005427529-001;03/02/2023 08:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005434022-001;30/01/2023 21:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005434035-001;03/02/2023 08:11;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005434035-001;03/02/2023 08:11;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005438923-001;03/02/2023 09:18;1;4;ALUGUEL                       ;8;ONIBUS                        ;2;PARADO         ;6;NÇO SE APLICA       
2023-005443218-001;03/02/2023 09:28;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005443218-001;03/02/2023 09:28;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005445875-001;01/02/2023 13:20;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005445875-001;01/02/2023 13:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
2023-005446685-001;03/02/2023 11:07;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-005446685-001;03/02/2023 11:07;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-005455827-001;03/02/2023 12:31;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007954058-001;17/02/2023 16:07;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007954907-001;17/02/2023 14:19;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007954907-001;17/02/2023 14:19;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÇO INFORMADO       
2023-007956830-001;16/02/2023 20:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007956830-001;16/02/2023 20:40;2;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÇO INFORMADO       
2023-007963607-001;17/02/2023 16:35;1;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007963607-001;17/02/2023 16:35;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007964370-001;17/02/2023 17:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007964370-001;17/02/2023 17:52;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-007964865-001;17/02/2023 17:20;1;4;ALUGUEL                       ;7;MICROONIBUS                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007964865-001;17/02/2023 17:20;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007972348-001;17/02/2023 18:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007972348-001;17/02/2023 18:39;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007972532-001;17/02/2023 18:30;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007972532-001;17/02/2023 18:30;2;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007973120-001;17/02/2023 18:16;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007975081-001;17/02/2023 18:39;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007975081-001;17/02/2023 18:39;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007977522-001;17/02/2023 18:33;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007977522-001;17/02/2023 18:33;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007980398-001;17/02/2023 19:26;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007982027-001;17/02/2023 17:43;2;4;ALUGUEL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007982027-001;17/02/2023 17:43;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007982190-001;17/02/2023 18:42;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007987346-001;17/02/2023 19:22;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007987346-001;17/02/2023 19:22;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007988065-001;17/02/2023 19:13;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007992637-001;17/02/2023 20:18;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007992637-001;17/02/2023 20:18;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007993581-001;17/02/2023 17:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007993581-001;17/02/2023 17:17;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007993763-001;16/02/2023 19:40;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;4;TERCEIROS           
2023-007995788-001;17/02/2023 19:57;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-007995788-001;17/02/2023 19:57;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-007998907-001;17/02/2023 20:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-007998907-001;17/02/2023 20:10;1;0;NAO INFORMADO                 ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-008003357-001;17/02/2023 20:36;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008020367-001;17/02/2023 22:59;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-008020367-001;17/02/2023 22:59;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008021907-001;17/02/2023 22:51;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008021907-001;17/02/2023 22:51;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-008021907-001;17/02/2023 22:51;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;5;DISPENSOU ATENDIMEN 
2023-008021907-001;17/02/2023 22:51;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-008023793-001;17/02/2023 23:38;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-008023793-001;17/02/2023 23:38;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008024155-001;17/02/2023 23:49;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008024155-001;17/02/2023 23:49;2;4;ALUGUEL                       ;8;ONIBUS                        ;3;ESTACIONADO    ;6;NÇO SE APLICA       
2023-008038789-001;18/02/2023 01:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-008056016-001;18/02/2023 07:29;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
2023-008056016-001;18/02/2023 07:29;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008058620-001;18/02/2023 07:44;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
2023-008058620-001;18/02/2023 07:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;6;NÇO SE APLICA       
2023-008064601-001;18/02/2023 09:06;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;5;DISPENSOU ATENDIMEN 
2023-008064601-001;18/02/2023 09:06;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;6;NÇO SE APLICA       
